id,text_clean,text_emojis_mapped,text_lemma,n_tokens
3753,"3rd title shit failure  for the undisputed 
hahahahahhahaa","3rd title shit failure  for the undisputed 
hahahahahhahaa",3rd title shit failure for the undisputed hahahahahhahaa,8
3754,and this is the exact opposite of what i ll be like  my opponent will have to kill me to put me out no matter how much blood broken bones  i bled out a vein for 4 hours i can bleed for an hour straight just fine  and fights don t go that long,and this is the exact opposite of what i ll be like  my opponent will have to kill me to put me out no matter how much blood broken bones  i bled out a vein for 4 hours i can bleed for an hour straight just fine  and fights don t go that long,and this be the exact opposite of what I ll be like my opponent will have to kill I to put I out no matter how much blood break bone I bleed out a vein for 4 hour I can bleed for an hour straight just fine and fight don t go that long,54
3755,man  i love the sonnen meme s in the comments  dont know why  but gives me a warm feeling,man  i love the sonnen meme s in the comments  dont know why  but gives me a warm feeling,man I love the sonnen meme s in the comment do not know why but give I a warm feeling,20
3756,i can t stand jon jones but i kinda agree with him here  tom s a bad ass sure but he s not been truly tested in my eyes,i can t stand jon jones but i kinda agree with him here  tom s a bad ass sure but he s not been truly tested in my eyes,I can t stand jon jones but I kinda agree with he here tom s a bad ass sure but he s not be truly test in my eye,29
3757,🦆,emoji_duck,emoji_duck,1
3758,oh  sorry  i thought this was tomaspinallofficial  the best mma youtube channel at the moment  mightyaspinall,oh  sorry  i thought this was tomaspinallofficial  the best mma youtube channel at the moment  mightyaspinall,oh sorry I think this be tomaspinallofficial the good mma youtube channel at the moment mightyaspinall,16
3759,when i watch this live i felt so sad,when i watch this live i felt so sad,when I watch this live I feel so sad,9
3760,so the ufc is becoming like boxing now,so the ufc is becoming like boxing now,so the ufc be become like box now,8
3761,the fact joe mentioned pereira over aspinall is baffling,the fact joe mentioned pereira over aspinall is baffling,the fact joe mention pereira over aspinall be baffle,9
3762,what you need to understand is that aj is simply not a fighter at heart  he s a talented nice guy  this is not how you re supposed to feel about fighting if you want to beat the best in the world  good on you  aj  go do what you dream of doing instead,what you need to understand is that aj is simply not a fighter at heart  he s a talented nice guy  this is not how you re supposed to feel about fighting if you want to beat the best in the world  good on you  aj  go do what you dream of doing instead,what you need to understand be that aj be simply not a fighter at heart he s a talented nice guy this be not how you re suppose to feel about fight if you want to beat the good in the world good on you aj go do what you dream of do instead,54
3763,i don t think the maker of this clip knows volvo makes road tractors too lol,i don t think the maker of this clip knows volvo makes road tractors too lol,I don t think the maker of this clip know volvo make road tractor too lol,16
3764,undesputed 🤣🤣🤣 fight tom disputed,undesputed emoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughing fight tom disputed,undesputed emoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughe fight tom dispute,5
3765,his top finish is indeed  his career,his top finish is indeed  his career,his top finish be indeed his career,7
3766,jones don t want it,jones don t want it,jones don t want it,5
3767,the only opponent for jon jones is mike tyson,the only opponent for jon jones is mike tyson,the only opponent for jon jones be mike tyson,9
3768,what a loser with such a fragile ego,what a loser with such a fragile ego,what a loser with such a fragile ego,8
3769,i use to like tom not now though hes been too mouthy coming out with shit jones is a level above,i use to like tom not now though hes been too mouthy coming out with shit jones is a level above,I use to like tom not now though he s be too mouthy come out with shit jones be a level above,22
3770,dude is a joke,dude is a joke,dude be a joke,4
3771,we not finna say anything about his califlower ear,we not finna say anything about his califlower ear,we not finna say anything about his califlower ear,9
3772,this video is edited and fake   chael never lost no fight,this video is edited and fake   chael never lost no fight,this video be edit and fake chael never lose no fight,11
3773,this is brilliant 😂,this is brilliant emoji_face_with_tears_of_joy,this be brilliant emoji_face_with_tears_of_joy,4
3774,how the f is this  guy so good man,how the f is this  guy so good man,how the f be this guy so good man,9
3775,everyone knows he s dirty,everyone knows he s dirty,everyone know he s dirty,5
3776,go paddy hes entertaining and thats what sells the fights,go paddy hes entertaining and thats what sells the fights,go paddy he s entertaining and that s what sell the fight,12
3777,jon looking around for the police before he said that 😂😂😂😂😂,jon looking around for the police before he said that emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,jon look around for the police before he say that emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,11
3778,my great grandfather  greak  traded with turks  syrians  egyptians   said a muslim will be the best friend you ve ever had  or the worst enemy of your life  i agree,my great grandfather  greak  traded with turks  syrians  egyptians   said a muslim will be the best friend you ve ever had  or the worst enemy of your life  i agree,my great grandfather greak trade with turk syrian egyptians say a muslim will be the good friend you ve ever have or the bad enemy of your life I agree,30
3779,some shit i would do,some shit i would do,some shit I would do,5
3780,john jones vs a hot curry 😅,john jones vs a hot curry emoji_smiling_face_with_open_mouth_and_cold_sweat,john jones vs a hot curry emoji_smiling_face_with_open_mouth_and_cold_sweat,7
3781,they are both the best at what they do,they are both the best at what they do,they be both the good at what they do,9
3782,jones vs dc 3,jones vs dc 3,jones vs dc 3,4
3783,"the biggest battle is with the self 
hardest thing to do is walk away 
f  the shame 
follow your heart 
mind power went out and it s a sacrifice to take when you can 
either way he won by calling it 
only fight when you re all in 
peace yaww 🖖🏽💜👑
max still is a champion","the biggest battle is with the self 
hardest thing to do is walk away 
f  the shame 
follow your heart 
mind power went out and it s a sacrifice to take when you can 
either way he won by calling it 
only fight when you re all in 
peace yaww emoji_raised_hand_with_part_between_middle_and_ring_fingersemoji_emoji_modifier_fitzpatrick_type_4emoji_purple_heartemoji_crown
max still is a champion",the big battle be with the self hard thing to do be walk away f the shame follow your heart mind power go out and it s a sacrifice to take when you can either way he win by call it only fight when you re all in peace yaww emoji_raised_hand_with_part_between_middle_and_ring_fingersemoji_emoji_modifier_fitzpatrick_type_4emoji_purple_heartemoji_crown max still be a champion,56
3784,jon s legacy will forever be known for  and in this order  1   drugging  cheating  and jailing  2   retiring while hiding  3   a great fighter,jon s legacy will forever be known for  and in this order  1   drugging  cheating  and jailing  2   retiring while hiding  3   a great fighter,jon s legacy will forever be know for and in this order 1 drug cheating and jail 2 retire while hide 3 a great fighter,25
3785,anyone can see that a pereira matchup would do more for jones  legacy than aspinall  but at least vacate the god damned belt jon  cement your legacy  sure  but don t also hold up the division,anyone can see that a pereira matchup would do more for jones  legacy than aspinall  but at least vacate the god damned belt jon  cement your legacy  sure  but don t also hold up the division,anyone can see that a pereira matchup would do more for jones legacy than aspinall but at least vacate the god damn belt jon cement your legacy sure but don t also hold up the division,36
3786,вот это легенды,вот это легенды,вот это легенды,3
3787,"dynamo 066 and they all already had loses and also lose to jon jones 
so that s their management s ignorance   doesn t mean jon jones managers and promoters are going to let him make the same mistake 
 👊🏾","dynamo 066 and they all already had loses and also lose to jon jones 
so that s their management s ignorance   doesn t mean jon jones managers and promoters are going to let him make the same mistake 
 emoji_fisted_hand_signemoji_emoji_modifier_fitzpatrick_type_5",dynamo 066 and they all already have lose and also lose to jon jones so that s their management s ignorance doesn t mean jon jones manager and promoter be go to let he make the same mistake emoji_fisted_hand_signemoji_emoji_modifier_fitzpatrick_type_5,39
3788,khabib wasnt getting punched in the face anyways but he retired for his mom after his dad passed away,khabib wasnt getting punched in the face anyways but he retired for his mom after his dad passed away,khabib be not getting punch in the face anyways but he retire for his mom after his dad pass away,20
3789,regardless  jon jones is a beast an one of the best mma fighters ever i mean ever,regardless  jon jones is a beast an one of the best mma fighters ever i mean ever,regardless jon jones be a beast an one of the good mma fighter ever I mean ever,17
3790,this is the jonesi like to watch  ones he start getting famous   he changed alot   start getting him trouble   this jones beat reyes and santos   those fight would not gone to a decision,this is the jonesi like to watch  ones he start getting famous   he changed alot   start getting him trouble   this jones beat reyes and santos   those fight would not gone to a decision,this be the jonesi like to watch one he start get famous he change alot start get he trouble this jones beat reye and santo those fight would not go to a decision,33
3791,jones is a bitch for ducking aspinal,jones is a bitch for ducking aspinal,jones be a bitch for duck aspinal,7
3792,jon jones eats you 😂,jon jones eats you emoji_face_with_tears_of_joy,jon jones eat you emoji_face_with_tears_of_joy,5
3793,reyes is one of the best fight analysts in the game   like that time he timed a head kick because he knew his opponent would taunt him   reyes knew literally all of jones  tricks  like how he countered his eye pokes by attacking jones  fingers   and people still think he lost that fight,reyes is one of the best fight analysts in the game   like that time he timed a head kick because he knew his opponent would taunt him   reyes knew literally all of jones  tricks  like how he countered his eye pokes by attacking jones  fingers   and people still think he lost that fight,reyes be one of the good fight analyst in the game like that time he time a head kick because he know his opponent would taunt he reye know literally all of jones trick like how he counter his eye poke by attack jones finger and people still think he lose that fight,53
3794,no honour or courage for the sociopath i guess,no honour or courage for the sociopath i guess,no honour or courage for the sociopath I guess,9
3795,honestly  no bullshit  i d rather see him for francis francis is a better contender,honestly  no bullshit  i d rather see him for francis francis is a better contender,honestly no bullshit I d rather see he for francis francis be a well contender,15
3796,"good riddance  and usually when fighters retire i wish them all the best in their retirement  but fuck jon jones  i hope his other ventures fail  he has to come back to the ufc because he needs money  and he gets flatlined by the first guy they put him up against 😂 

like it s not enough for him to waste everyone s time and clearly duck the two best hws and used peds  but doing all that while also being a scumbag outside of the cage makes me actively wish failure on him  i really hope at the very least all this nonsense has a lasting effect on his legacy","good riddance  and usually when fighters retire i wish them all the best in their retirement  but fuck jon jones  i hope his other ventures fail  he has to come back to the ufc because he needs money  and he gets flatlined by the first guy they put him up against emoji_face_with_tears_of_joy 

like it s not enough for him to waste everyone s time and clearly duck the two best hws and used peds  but doing all that while also being a scumbag outside of the cage makes me actively wish failure on him  i really hope at the very least all this nonsense has a lasting effect on his legacy",good riddance and usually when fighter retire I wish they all the good in their retirement but fuck jon jones I hope his other venture fail he have to come back to the ufc because he need money and he get flatline by the first guy they put he up against emoji_face_with_tears_of_joy like it s not enough for he to waste everyone s time and clearly duck the two good hws and use ped but do all that while also be a scumbag outside of the cage make I actively wish failure on he I really hope at the very least all this nonsense have a lasting effect on his legacy,111
3797,how f  up is it going to be when we wait all this time and jones just either prices himself out of the fight or he retires  in my opinion the ufc is not cashing in on one of if not their biggest superstars in tom aspinwall,how f  up is it going to be when we wait all this time and jones just either prices himself out of the fight or he retires  in my opinion the ufc is not cashing in on one of if not their biggest superstars in tom aspinwall,how f up be it go to be when we wait all this time and jones just either price himself out of the fight or he retire in my opinion the ufc be not cash in on one of if not their big superstar in tom aspinwall,47
3798,could someone explain to me why he left,could someone explain to me why he left,could someone explain to I why he leave,8
3799,that s that gogo juice,that s that gogo juice,that s that gogo juice,5
3800,the sound that knee made on his skull 💀,the sound that knee made on his skull emoji_skull,the sound that knee make on his skull emoji_skull,9
3801,я так понимаю эти всё орлы  кому фëдр на щёлкал в своё время,я так понимаю эти всё орлы  кому фëдр на щёлкал в своё время,я так понимаю эти всё орлы кому фëдр на щёлкал в своё время,13
3802,cormier has no one to blame but himself for the eye poke  understandably dejected during the post fight interview in which he mentioned his inability to see out of his left eye following a stiff poke from miocic in the closing seconds of round 3  cormier summed it up to joe rogan as   it is what it is  sadly for cormier  that s the right answer  was it bad luck for cormier that such a significant illegal strike  and one that referee marc goddard missed completely  held such a key role in dc s eventual loss  yes  but it s also karma  just the same  cormier got away with noticeably bad eye pokes in both of the first two fights during key moments that allowed him to have major success  he also poked miocic once more in round 1 of their trilogy bout  cormier s infraction in the rematch was so vicious that miocic needed surgery and delayed their third bout more than a year as some questioned if he would ever fight again  cormier simply has no ground to stand on to try and complain or blame the foul for his loss just as he has no one to blame but himself for abandoning his wrestling after the opening round of both fights against miocic that he lost  had cormier never established the eye pokes as a pattern to their rivalry  there may have been more sympathy thrown his way for how much it affected him in this third fight  but not this time  not like this,cormier has no one to blame but himself for the eye poke  understandably dejected during the post fight interview in which he mentioned his inability to see out of his left eye following a stiff poke from miocic in the closing seconds of round 3  cormier summed it up to joe rogan as   it is what it is  sadly for cormier  that s the right answer  was it bad luck for cormier that such a significant illegal strike  and one that referee marc goddard missed completely  held such a key role in dc s eventual loss  yes  but it s also karma  just the same  cormier got away with noticeably bad eye pokes in both of the first two fights during key moments that allowed him to have major success  he also poked miocic once more in round 1 of their trilogy bout  cormier s infraction in the rematch was so vicious that miocic needed surgery and delayed their third bout more than a year as some questioned if he would ever fight again  cormier simply has no ground to stand on to try and complain or blame the foul for his loss just as he has no one to blame but himself for abandoning his wrestling after the opening round of both fights against miocic that he lost  had cormier never established the eye pokes as a pattern to their rivalry  there may have been more sympathy thrown his way for how much it affected him in this third fight  but not this time  not like this,cormier have no one to blame but himself for the eye poke understandably deject during the post fight interview in which he mention his inability to see out of his leave eye follow a stiff poke from miocic in the closing second of round 3 cormier sum it up to joe rogan as it be what it be sadly for cormier that s the right answer be it bad luck for cormier that such a significant illegal strike and one that referee marc goddard miss completely hold such a key role in dc s eventual loss yes but it s also karma just the same cormier get away with noticeably bad eye poke in both of the first two fight during key moment that allow he to have major success he also poke miocic once more in round 1 of their trilogy bout cormier s infraction in the rematch be so vicious that miocic need surgery and delay their third bout more than a year as some question if he would ever fight again cormier simply have no ground to stand on to try and complain or blame the foul for his loss just as he have no one to blame but himself for abandon his wrestling after the opening round of both fight against miocic that he lose have cormier never establish the eye poke as a pattern to their rivalry there may have be more sympathy throw his way for how much it affect he in this third fight but not this time not like this,258
3803,yaya,yaya,yaya,1
3804,jones is really starting to look like little girl idc how bad ass you are i ll say what i want take the fight or retire bro you re an entertainer at the end of the day if you won t admit you re scared then just retire this is annoying now,jones is really starting to look like little girl idc how bad ass you are i ll say what i want take the fight or retire bro you re an entertainer at the end of the day if you won t admit you re scared then just retire this is annoying now,jones be really start to look like little girl idc how bad ass you be I ll say what I want take the fight or retire bro you re an entertainer at the end of the day if you win t admit you re scared then just retire this be annoying now,52
3805,hes right,hes right,he s right,3
3806,when you have beaten everyone to beat in multiple divisions you really have nothing to prove,when you have beaten everyone to beat in multiple divisions you really have nothing to prove,when you have beat everyone to beat in multiple division you really have nothing to prove,16
3807,well when a fighter never fights again its called retirement,well when a fighter never fights again its called retirement,well when a fighter never fight again its call retirement,10
3808,tom would kill jon jones,tom would kill jon jones,tom would kill jon jones,5
3809,i don t remember it looking this zesty on mw2,i don t remember it looking this zesty on mw2,I don t remember it look this zesty on mw2,10
3810,he has nothing to prove  he is now old  the goat,he has nothing to prove  he is now old  the goat,he have nothing to prove he be now old the goat,11
3811,stipe was simply way too old to be taking this fight,stipe was simply way too old to be taking this fight,stipe be simply way too old to be take this fight,11
3812,i don t know why yall trying to hype this guy  jon jones kicked both y all azz and if he wanted to he could kick tom s azz  jon wants big money to fight,i don t know why yall trying to hype this guy  jon jones kicked both y all azz and if he wanted to he could kick tom s azz  jon wants big money to fight,I don t know why you all try to hype this guy jon jones kick both you all azz and if he want to he could kick tom s azz jon want big money to fight,36
3813,very close fight  could have gone both ways,very close fight  could have gone both ways,very close fight could have go both way,8
3814,this version of jones was the best ufc fighter ever by far  he could of beat anyone,this version of jones was the best ufc fighter ever by far  he could of beat anyone,this version of jones be the good ufc fighter ever by far he could of beat anyone,17
3815,is right paddy 😂😂,is right paddy emoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,be right paddy emoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,4
3816,jon pussed out  beeaitch,jon pussed out  beeaitch,jon pusse out beeaitch,4
3817,mike tyson was way sharper than stipe,mike tyson was way sharper than stipe,mike tyson be way sharp than stipe,7
3818,im i crazy are is that gable stevenson in the background,im i crazy are is that gable stevenson in the background,I m I crazy be be that gable stevenson in the background,12
3819,20mil property in russia is as big as state delaware,20mil property in russia is as big as state delaware,20mil property in russia be as big as state delaware,10
3820,but idc i wanted both to win but by k0 not by score cards,but idc i wanted both to win but by k0 not by score cards,but idc I want both to win but by k0 not by score card,14
3821,reyes won first 2 rounds and than got controlled for 3 roubds straight cause reyes was burnt out,reyes won first 2 rounds and than got controlled for 3 roubds straight cause reyes was burnt out,reye win first 2 round and than get control for 3 roubds straight cause reye be burn out,18
3822,the face of a sociopath,the face of a sociopath,the face of a sociopath,5
3823,idk what life s holds in terms of fighting  clearly no intention on unifying the belts 😅,idk what life s holds in terms of fighting  clearly no intention on unifying the belts emoji_smiling_face_with_open_mouth_and_cold_sweat,idk what life s hold in term of fight clearly no intention on unify the belt emoji_smiling_face_with_open_mouth_and_cold_sweat,17
3824,легенды собрались 👏👏👏👏,легенды собрались emoji_clapping_hands_signemoji_clapping_hands_signemoji_clapping_hands_signemoji_clapping_hands_sign,легенды собрались emoji_clapping_hands_signemoji_clapping_hands_signemoji_clapping_hands_signemoji_clapping_hands_sign,3
3825,when you feel bad for people fighting jon 😅,when you feel bad for people fighting jon emoji_smiling_face_with_open_mouth_and_cold_sweat,when you feel bad for people fight jon emoji_smiling_face_with_open_mouth_and_cold_sweat,9
3826,tom aspinall in england   passing of the torch,tom aspinall in england   passing of the torch,tom aspinall in england pass of the torch,8
3827,rampage is a legend 💪,rampage is a legend emoji_flexed_biceps,rampage be a legend emoji_flexed_bicep,5
3828,"absolutely 
jones the bone crusher 👌👍  jones the g o a t ❤","absolutely 
jones the bone crusher emoji_ok_hand_signemoji_thumbs_up_sign  jones the g o a t emoji_heavy_black_heart",absolutely jones the bone crusher emoji_ok_hand_signemoji_thumbs_up_sign jones the g o a t emoji_heavy_black_heart,13
3829,weasels salty af😂😂😂😂 cope harder dork😂😂,weasels salty afemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy cope harder dorkemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,weasel salty afemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy cope hard dorkemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,6
3830,"im in recovery for both alcohol and drugs 

if you have the disease of addiction  there is no such thing as 1 drink 

1 is too many  and a 1000 is never enough","im in recovery for both alcohol and drugs 

if you have the disease of addiction  there is no such thing as 1 drink 

1 is too many  and a 1000 is never enough",I m in recovery for both alcohol and drug if you have the disease of addiction there be no such thing as 1 drink 1 be too many and a 1000 be never enough,34
3831,is jon jones the only fighter who had an event moved last minute so they could pass a drug test in an easier state,is jon jones the only fighter who had an event moved last minute so they could pass a drug test in an easier state,be jon jones the only fighter who have an event move last minute so they could pass a drug test in an easy state,24
3832,this is the best fng mma documentary i ve ever seen in my life  wow,this is the best fng mma documentary i ve ever seen in my life  wow,this be the good fng mma documentary I ve ever see in my life wow,15
3833,chael needs to learn the fighters names,chael needs to learn the fighters names,chael need to learn the fighter name,7
3834,"tom this is your chance to make a massive call out  
tom  🖐🏻😃 hello jon","tom this is your chance to make a massive call out  
tom  emoji_raised_hand_with_fingers_splayedemoji_emoji_modifier_fitzpatrick_type_1_2emoji_smiling_face_with_open_mouth hello jon",tom this be your chance to make a massive call out tom emoji_raised_hand_with_fingers_splayedemoji_emoji_modifier_fitzpatrick_type_1_2emoji_smiling_face_with_open_mouth hello jon,15
3835,if there wasn t a jon jones dc would of been the greatest lhw of all time,if there wasn t a jon jones dc would of been the greatest lhw of all time,if there wasn t a jon jones dc would of be the great lhw of all time,17
3836,omg this is so hilarious 🤣🤣🤣🤣🤣🦆🦆🦆🦆🦆,omg this is so hilarious emoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_duckemoji_duckemoji_duckemoji_duckemoji_duck,omg this be so hilarious emoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_rolling_on_the_floor_laughingemoji_duckemoji_duckemoji_duckemoji_duckemoji_duck,6
3837,,,,0
3838,you seem to have a strange amount of hate and vitriol for anthony smith  who isn t even a bad person lol  he s just an average journeyman,you seem to have a strange amount of hate and vitriol for anthony smith  who isn t even a bad person lol  he s just an average journeyman,you seem to have a strange amount of hate and vitriol for anthony smith who isn t even a bad person lol he s just an average journeyman,28
3839,that must have been annoying for everyone tho behind the scenes,that must have been annoying for everyone tho behind the scenes,that must have be annoying for everyone tho behind the scene,11
3840,bro stipe is like 50 years old  this fight proved nothing,bro stipe is like 50 years old  this fight proved nothing,bro stipe be like 50 year old this fight prove nothing,11
3841,if jones is such a bad guy  why is the dog chillin giving him love  dogs ain t like that with bad energy people,if jones is such a bad guy  why is the dog chillin giving him love  dogs ain t like that with bad energy people,if jones be such a bad guy why be the dog chillin give he love dog ain t like that with bad energy people,24
3842,it s like michael phelps came out of retirement  jumped in the pool  belly flopped and drowned   michael scott,it s like michael phelps came out of retirement  jumped in the pool  belly flopped and drowned   michael scott,it s like michael phelp come out of retirement jump in the pool belly flop and drown michael scott,19
3843,robbery or what  jones didn t train or something this was crazy,robbery or what  jones didn t train or something this was crazy,robbery or what jones didn t train or something this be crazy,12
3844,a champion never quits,a champion never quits,a champion never quit,4
3845,cant wait to make so much money off you clowns😂,cant wait to make so much money off you clownsemoji_face_with_tears_of_joy,can not wait to make so much money off you clownsemoji_face_with_tears_of_joy,11
3846,this was so cool,this was so cool,this be so cool,4
3847,gusmao is afraid,gusmao is afraid,gusmao be afraid,3
3848,10 1 2 inches joe  that s what she said,10 1 2 inches joe  that s what she said,10 1 2 inch joe that s what she say,10
3849,i m not surprised they actually posted the entire round in such a short notice,i m not surprised they actually posted the entire round in such a short notice,I m not surprised they actually post the entire round in such a short notice,15
3850,not tapping isnt being tough  it s just being stupid,not tapping isnt being tough  it s just being stupid,not tap be not be tough it s just be stupid,11
3851,niether him or connor are good man at all,niether him or connor are good man at all,niether he or connor be good man at all,9
3852,man amongst men,man amongst men,man amongst man,3
3853,yall hating on a man with options  he called his shots  respect,yall hating on a man with options  he called his shots  respect,you all hat on a man with option he call his shot respect,13
3854,"okay then vacate the title 

i actually don t think tom is all that lol but if jones has clearly indicated he does not want to fight aspinal  then strip him of the belt and let him retire","okay then vacate the title 

i actually don t think tom is all that lol but if jones has clearly indicated he does not want to fight aspinal  then strip him of the belt and let him retire",okay then vacate the title I actually don t think tom be all that lol but if jones have clearly indicate he do not want to fight aspinal then strip he of the belt and let he retire,38
3855,oh i bet you i could 😂,oh i bet you i could emoji_face_with_tears_of_joy,oh I bet you I could emoji_face_with_tears_of_joy,7
3856,tom got bichd 😂😂😂😂,tom got bichd emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,tom get bichd emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,4
3857,wasn t khabib just in the news for having a bank account seized after supposedly being millions in debt,wasn t khabib just in the news for having a bank account seized after supposedly being millions in debt,wasn t khabib just in the news for have a bank account seize after supposedly be million in debt,19
3858,"😂😂😂you should try john 😂😂😂

 proceeds to show dc gettin kicked in the face 

he s def half ass tried too  and he would if he were allowed","emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyyou should try john emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy

 proceeds to show dc gettin kicked in the face 

he s def half ass tried too  and he would if he were allowed",emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joyyou should try john emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy proceed to show dc gettin kick in the face he s def half ass try too and he would if he be allow,28
3859,well bud  if you re too light then put on some weight  if you re too small  then change you re style to find tom s weaknesses and if you re too old then give up your title  2 years is a joke  i have no idea why the ufc doesn t change the rules  mandates who to fight or strip someone of their title if they refuse a credible challenge  man up,well bud  if you re too light then put on some weight  if you re too small  then change you re style to find tom s weaknesses and if you re too old then give up your title  2 years is a joke  i have no idea why the ufc doesn t change the rules  mandates who to fight or strip someone of their title if they refuse a credible challenge  man up,well bud if you re too light then put on some weight if you re too small then change you re style to find tom s weakness and if you re too old then give up your title 2 year be a joke I have no idea why the ufc doesn t change the rule mandate who to fight or strip someone of their title if they refuse a credible challenge man up,73
3860,black american men for trump,black american men for trump,black american man for trump,5
3861,this videos fake  chael sonnen never lost a round,this videos fake  chael sonnen never lost a round,this video fake chael sonnen never lose a round,9
3862,daniel trying  to gas it up because he never could beat him is funny af,daniel trying  to gas it up because he never could beat him is funny af,daniel try to gas it up because he never could beat he be funny af,15
3863,jon needed to juice up to fight tom and have the proper time to make sure he doesnt piss hot  typical jj behavior  the man once his under the ring from a dr so he didnt have to take a piss test 😂😂😂,jon needed to juice up to fight tom and have the proper time to make sure he doesnt piss hot  typical jj behavior  the man once his under the ring from a dr so he didnt have to take a piss test emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,jon need to juice up to fight tom and have the proper time to make sure he do not piss hot typical jj behavior the man once his under the ring from a dr so he do not have to take a piss test emoji_face_with_tears_of_joyemoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,45
3864,dammmmmmmmmm,dammmmmmmmmm,dammmmmmmmmm,1
3865,it s about time someone spoke what many are thinking   🐐gsp  jones vs stipe  jones planned easy exit plan,it s about time someone spoke what many are thinking   emoji_goatgsp  jones vs stipe  jones planned easy exit plan,it s about time someone speak what many be think emoji_goatgsp jones vs stipe jones plan easy exit plan,19
3866,these are professionals and people are acting as if these are high school who still hate each other lol,these are professionals and people are acting as if these are high school who still hate each other lol,these be professional and people be act as if these be high school who still hate each other lol,19
3867,it s crazy how not a single top comment is talking about jones convincingly winning this fight  there s usually some of them somewhere but not when the vid is showing the official stats while playing jones getting touched up  💀,it s crazy how not a single top comment is talking about jones convincingly winning this fight  there s usually some of them somewhere but not when the vid is showing the official stats while playing jones getting touched up  emoji_skull,it s crazy how not a single top comment be talk about jones convincingly win this fight there s usually some of they somewhere but not when the vid be show the official stat while play jones getting touch up emoji_skull,41
3868,nearly a decade ago,nearly a decade ago,nearly a decade ago,4
3869,a daghastsni  or any foreign fighter can beat jon john in the studentship under khabib,a daghastsni  or any foreign fighter can beat jon john in the studentship under khabib,a daghastsni or any foreign fighter can beat jon john in the studentship under khabib,15
3870,322 will be the event for it,322 will be the event for it,322 will be the event for it,7
3871,it was crazy to see machida fight  you could turn your head real quick from the fight then next thing you know the fight was over,it was crazy to see machida fight  you could turn your head real quick from the fight then next thing you know the fight was over,it be crazy to see machida fight you could turn your head real quick from the fight then next thing you know the fight be over,26
3872,that is love right there  hit em with the trumper  rfkjr looking great by 45  46 5  and 47 s side,that is love right there  hit em with the trumper  rfkjr looking great by 45  46 5  and 47 s side,that be love right there hit em with the trumper rfkjr look great by 45 46 5 and 47 s side,21
3873,guru about to have a field day with this one 😅,guru about to have a field day with this one emoji_smiling_face_with_open_mouth_and_cold_sweat,guru about to have a field day with this one emoji_smiling_face_with_open_mouth_and_cold_sweat,11
3874,we gotta appreciate and protect paddy he did that despite his friend killing himself just for our entertainment,we gotta appreciate and protect paddy he did that despite his friend killing himself just for our entertainment,we get to appreciate and protect paddy he do that despite his friend kill himself just for our entertainment,19
3875,he is in closet  😂😂,he is in closet  emoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,he be in closet emoji_face_with_tears_of_joyemoji_face_with_tears_of_joy,5
3876,"does anyone else not see that the fight is happening   jj knows it  tom knows it  dana knows it   this i don t want to fight him thing is all just a ruse   it s a way to hype the fight   when it happens it s going to have so many eyes   it s just hype   surely   
dc knows it too","does anyone else not see that the fight is happening   jj knows it  tom knows it  dana knows it   this i don t want to fight him thing is all just a ruse   it s a way to hype the fight   when it happens it s going to have so many eyes   it s just hype   surely   
dc knows it too",do anyone else not see that the fight be happen jj know it tom know it dana know it this I don t want to fight he thing be all just a ruse it s a way to hype the fight when it happen it s go to have so many eye it s just hype surely dc know it too,61
