id,original,cleaned,tokens_count,lemmas,n_tokens_changed
430,"Come on Jon. Dam, yo sound liks business guy. I am one but ur a cold killer. Take that Brit down",come on jon dam yo sound liks business guy i am one but ur a cold killer take that brit down,21,come on jon dam yo sound liks business guy i am one but ur a cold killer take that brit down,0
431,How come nobody ever trains to take a shot to the nuts?lmao ....is this thing on? ill b here all night 😁,how come nobody ever trains to take a shot to the nuts lmao is this thing on ill b here all night 😁,23,how come nobody ever train to take a shot to the nut lmao is this thing on ill b here all night 😁,2
432,couldn’t even take a hard jab….and you think your gonna be a ufc world champion,couldn t even take a hard jab and you think your gonna be a ufc world champion,17,couldn t even take a hard jab and you think your gonna be a ufc world champion,0
433,i kind of feel bad for his wife. she must feel unhelpful a wife cause he emphasis soo much on how nobody understands his pain haha,i kind of feel bad for his wife she must feel unhelpful a wife cause he emphasis soo much on how nobody understands his pain haha,26,i kind of feel bad for his wife she must feel unhelpful a wife cause he emphasis soo much on how nobody understands his pain haha,0
434,"Like dricus said, if Jones is gone, UFC has no America champion.",like dricus said if jones is gone ufc has no america champion,12,like dricus said if jones is gone ufc ha no america champion,1
435,"we call it Aspinall beats Jones by preemptive submission, -5 minutes into the -1 round",we call it aspinall beats jones by preemptive submission 5 minutes into the 1 round,15,we call it aspinall beat jones by preemptive submission 5 minute into the 1 round,2
436,Strip this clown already,strip this clown already,4,strip this clown already,0
437,Chael is the man. He fucking rocked,chael is the man he fucking rocked,7,chael is the man he fucking rocked,0
438,Prime Jones was a sav before he came a douche bag,prime jones was a sav before he came a douche bag,11,prime jones wa a sav before he came a douche bag,1
439,Has Tom beaten cyril game NO. gone on then,has tom beaten cyril game no gone on then,9,ha tom beaten cyril game no gone on then,1
440,Jesus name above all names,jesus name above all names,5,jesus name above all name,1
441,"Simple. Tom only seems like a big fight to HIS fans because people think he can beat Jon.
Win or lose, Francis is a big fight no matter the result. 
Broken down in the simplest form. 😊",simple tom only seems like a big fight to his fans because people think he can beat jon win or lose francis is a big fight no matter the result broken down in the simplest form 😊,37,simple tom only seems like a big fight to his fan because people think he can beat jon win or lose francis is a big fight no matter the result broken down in the simplest form 😊,1
442,both great fighters..hope things are resolved by now,both great fighters hope things are resolved by now,9,both great fighter hope thing are resolved by now,2
443,"And yet Alex didn’t say one word to Tom, and Tommy boy got the chills 🗿😂",and yet alex didn t say one word to tom and tommy boy got the chills 🗿😂,17,and yet alex didn t say one word to tom and tommy boy got the chill 🗿😂,1
444,Bruh,bruh,1,bruh,0
445,These guys know how deadly they all are and respect the danger.  No shame on any of them for stepping in there to face the fight.,these guys know how deadly they all are and respect the danger no shame on any of them for stepping in there to face the fight,26,these guy know how deadly they all are and respect the danger no shame on any of them for stepping in there to face the fight,1
446,Jon has some PEDs on the side incase Stipe pulls out last minute 😂,jon has some peds on the side incase stipe pulls out last minute 😂,14,jon ha some peds on the side incase stipe pull out last minute 😂,2
447,Tom was sizing Jones but Jones said not today,tom was sizing jones but jones said not today,9,tom wa sizing jones but jones said not today,1
448,John shaking in his bones Jones scared af,john shaking in his bones jones scared af,8,john shaking in his bone jones scared af,1
449,"""for absolutely no reason"" ... you pitiful victim. this was probably following your daughters calling for the police as you beat their mother in front of them. for all his skills, there is so much weakness and so much fear in his heart, and he'll die that way.",for absolutely no reason you pitiful victim this was probably following your daughters calling for the police as you beat their mother in front of them for all his skills there is so much weakness and so much fear in his heart and he ll die that way,48,for absolutely no reason you pitiful victim this wa probably following your daughter calling for the police a you beat their mother in front of them for all his skill there is so much weakness and so much fear in his heart and he ll die that way,4
450,"Why did tom comment ""enjoy your retirement"" 2 days ago then?",why did tom comment enjoy your retirement 2 days ago then,11,why did tom comment enjoy your retirement 2 day ago then,1
451,also if jones does end up doing the fight and loses after this whole thing of him making the fans wait his fan base is gonna be the smallest its ever been,also if jones does end up doing the fight and loses after this whole thing of him making the fans wait his fan base is gonna be the smallest its ever been,32,also if jones doe end up doing the fight and loses after this whole thing of him making the fan wait his fan base is gonna be the smallest it ever been,3
452,This edit 😂😂😂 like he’s reliving getting kneed in the head and poked in the eyes lmfao bruh,this edit 😂😂😂 like he s reliving getting kneed in the head and poked in the eyes lmfao bruh,19,this edit 😂😂😂 like he s reliving getting kneed in the head and poked in the eye lmfao bruh,1
453,Rest up goat,rest up goat,3,rest up goat,0
454,"Hey Dana... quick question for you baldy.... If this is indeed not your business, what exactly would you say is your fuckin business?",hey dana quick question for you baldy if this is indeed not your business what exactly would you say is your fuckin business,23,hey dana quick question for you baldy if this is indeed not your business what exactly would you say is your fuckin business,0
455,ASPIINALL <~~~ Talking all this Crap ! ( Saying he wants to be “The Greatest Of All Time ). To be that status = HE HAS TOGO THREW IS WHOLE CAREER ( WITHOUT) LOOSING A FIGHT !!!   I just don’t believe he can or could ever accomplish all the greats that JON JONES   HAS DONE !!!!     ALSO BELIEVE HE CAN NOT WIN A FIGHT WITH JON JONES,aspiinall talking all this crap saying he wants to be the greatest of all time to be that status he has togo threw is whole career without loosing a fight i just don t believe he can or could ever accomplish all the greats that jon jones has done also believe he can not win a fight with jon jones,60,aspiinall talking all this crap saying he want to be the greatest of all time to be that status he ha togo threw is whole career without loosing a fight i just don t believe he can or could ever accomplish all the great that jon jones ha done also believe he can not win a fight with jon jones,4
456,That USA chant he initiated was the greatest encore of all time,that usa chant he initiated was the greatest encore of all time,12,that usa chant he initiated wa the greatest encore of all time,1
457,Ok Tom let’s see if you can create your own legacy. 2:53,ok tom let s see if you can create your own legacy 2 53,14,ok tom let s see if you can create your own legacy 2 53,0
458,Jones’s only way out 😂 🐈,jones s only way out 😂 🐈,7,jones s only way out 😂 🐈,0
459,You forgot to pretend to be holding your side arm,you forgot to pretend to be holding your side arm,10,you forgot to pretend to be holding your side arm,0
460,He has the belt Jon roids….,he has the belt jon roids,6,he ha the belt jon roids,1
461,"I want the public to see 3 lists, the Epstein list, the Diddy list and the Jon Jones list.",i want the public to see 3 lists the epstein list the diddy list and the jon jones list,19,i want the public to see 3 list the epstein list the diddy list and the jon jones list,1
462,"First..for all people, for all fans oj Jon Jones, for all haters and people who always talking the shit, it`s clear and that everyone knows :""Jon Jones is #p4p No.1.fighter in the world, the youngest CHAMP ever in UFC history and his TITLE REIGNS is impressive and he is GOAT LHW which all of us can watch inside the ring (cage)!!
And for all doubters and haters, who always talking that Jon Jones will lost his belt when someone punch him hard, that he have ""glass chin""..etc,,shittttt....he is still here and GOAT for reason and for his result, without loss (for me fight vs Matt Hamill wasn`t loss) and from whole his career h
Jon Jones maybe lost max 10 rounds..
2 rounds vs Gus in 1st fight, 1 round vs Maretta, 2 rounds vs Reyes, one vs DC and that`s it!!
And please, if I don`t understand good MMA sports in which I am 20 years, if I am wrong, please somebody who can explain me all about Jon Jones and his MMA skills (we all have lot of shit, but he is legend and every shit outside the octagon I don`t write about that and of course that he is guilty!)
And let`s see those names which Jon Jones beats in more than 10 years in his UFC journey :)
Some of them is Hall of Famer and most of them will be!!
So, let`s see who are the guys which Jon Jones beat..
He submit grapplers, he knockouts strikers, he put down 5 time Olimpian wrestler like  was DC and only who take him down was Gus!
Soo..let,`s see :
Stephan Bonnar
Vladimir Matyushenko
Brandon The truth"" Vera
Ryan ""Darth"" Bader
Mauricio ""Shogun"" Rua
Quinton ""Rampage"" Jackson
Lyoto Machida
Rashad ""Suga"" Evans
Chael Sonnen
Vitor ""The phenom"" Belfort
Alex ""The Mauler"" Gustafsson ( twice )
Glover Teixeira
Daniel ""DC"" Cormier ( twice )
OSP
Anthony ""Lionheart"" Smith
Thiago ""Marretta"" Santos
Dominick ""The Devastator"" Reyes :)

Who is next?!
Is it possible to find someone equal to Jon Jones?
Is this list of names really bad?
Come on guys..
You all know that he is still GOAT, he was, he is and he will be..
All his ""false"" outside the cage don`t speak about his results, speaks about his weakness cause he was like young guy best fighter in division, one of the best in the world, much money and problems comes one by next one and  I am big fan of Jon Jones but every time when he ""have some false"" I was angry, it`s not that one CHAMP can work..but he is only human, like you, like me and who am I to judge him or everyone else??

Stay safe guys, stay at home and enjoy and be thankful to God that we are living in period when we watching the best, GOAT MMA fighter in history!

#TeamJones  #Unbroken   #AndStill   :)  ;)

Regards..",first for all people for all fans oj jon jones for all haters and people who always talking the shit it s clear and that everyone knows jon jones is no 1 fighter in the world the youngest champ ever in ufc history and his title reigns is impressive and he is goat lhw which all of us can watch inside the ring cage and for all doubters and haters who always talking that jon jones will lost his belt when someone punch him hard that he have glass chin etc shittttt he is still here and goat for reason and for his result without loss for me fight vs matt hamill wasn t loss and from whole his career h jon jones maybe lost max 10 rounds 2 rounds vs gus in 1st fight 1 round vs maretta 2 rounds vs reyes one vs dc and that s it and please if i don t understand good mma sports in which i am 20 years if i am wrong please somebody who can explain me all about jon jones and his mma skills we all have lot of shit but he is legend and every shit outside the octagon i don t write about that and of course that he is guilty and let s see those names which jon jones beats in more than 10 years in his ufc journey some of them is hall of famer and most of them will be so let s see who are the guys which jon jones beat he submit grapplers he knockouts strikers he put down 5 time olimpian wrestler like was dc and only who take him down was gus soo let s see stephan bonnar vladimir matyushenko brandon the truth vera ryan darth bader mauricio shogun rua quinton rampage jackson lyoto machida rashad suga evans chael sonnen vitor the phenom belfort alex the mauler gustafsson twice glover teixeira daniel dc cormier twice osp anthony lionheart smith thiago marretta santos dominick the devastator reyes who is next is it possible to find someone equal to jon jones is this list of names really bad come on guys you all know that he is still goat he was he is and he will be all his false outside the cage don t speak about his results speaks about his weakness cause he was like young guy best fighter in division one of the best in the world much money and problems comes one by next one and i am big fan of jon jones but every time when he have some false i was angry it s not that one champ can work but he is only human like you like me and who am i to judge him or everyone else stay safe guys stay at home and enjoy and be thankful to god that we are living in period when we watching the best goat mma fighter in history regards,492,first for all people for all fan oj jon jones for all hater and people who always talking the shit it s clear and that everyone know jon jones is no 1 fighter in the world the youngest champ ever in ufc history and his title reign is impressive and he is goat lhw which all of u can watch inside the ring cage and for all doubter and hater who always talking that jon jones will lost his belt when someone punch him hard that he have glass chin etc shittttt he is still here and goat for reason and for his result without loss for me fight v matt hamill wasn t loss and from whole his career h jon jones maybe lost max 10 round 2 round v gu in 1st fight 1 round v maretta 2 round v reyes one v dc and that s it and please if i don t understand good mma sport in which i am 20 year if i am wrong please somebody who can explain me all about jon jones and his mma skill we all have lot of shit but he is legend and every shit outside the octagon i don t write about that and of course that he is guilty and let s see those name which jon jones beat in more than 10 year in his ufc journey some of them is hall of famer and most of them will be so let s see who are the guy which jon jones beat he submit grappler he knockout striker he put down 5 time olimpian wrestler like wa dc and only who take him down wa gu soo let s see stephan bonnar vladimir matyushenko brandon the truth vera ryan darth bader mauricio shogun rua quinton rampage jackson lyoto machida rashad suga evans chael sonnen vitor the phenom belfort alex the mauler gustafsson twice glover teixeira daniel dc cormier twice osp anthony lionheart smith thiago marretta santos dominick the devastator reyes who is next is it possible to find someone equal to jon jones is this list of name really bad come on guy you all know that he is still goat he wa he is and he will be all his false outside the cage don t speak about his result speaks about his weakness cause he wa like young guy best fighter in division one of the best in the world much money and problem come one by next one and i am big fan of jon jones but every time when he have some false i wa angry it s not that one champ can work but he is only human like you like me and who am i to judge him or everyone else stay safe guy stay at home and enjoy and be thankful to god that we are living in period when we watching the best goat mma fighter in history regard,39
463,"TA fanboys have insulted JJ too much. How he took it from Shogun. Even here, insulting Jones. Sorry guys, DC and CS used to be the guys, losers. Forget them now.",ta fanboys have insulted jj too much how he took it from shogun even here insulting jones sorry guys dc and cs used to be the guys losers forget them now,31,ta fanboys have insulted jj too much how he took it from shogun even here insulting jones sorry guy dc and c used to be the guy loser forget them now,4
464,Jones isn't afraid are you kidding me,jones isn t afraid are you kidding me,8,jones isn t afraid are you kidding me,0
465,Real champ!! Thank u DC for your fighting career!! Truly the best!! 🔥,real champ thank u dc for your fighting career truly the best 🔥,13,real champ thank u dc for your fighting career truly the best 🔥,0
466,Id like to point out Tom will not be half the champion Jon was. I doubt tom will even win a third of jons ufc title wins.,id like to point out tom will not be half the champion jon was i doubt tom will even win a third of jons ufc title wins,27,id like to point out tom will not be half the champion jon wa i doubt tom will even win a third of jons ufc title win,2
467,"Come on Mike - this is the sort of shitty click bait vid that folk like Chael Sonnen does and why I never watch his pod.  Don't pretend you really think this is a done deal, that's NOT what Jones said and you know it.",come on mike this is the sort of shitty click bait vid that folk like chael sonnen does and why i never watch his pod don t pretend you really think this is a done deal that s not what jones said and you know it,46,come on mike this is the sort of shitty click bait vid that folk like chael sonnen doe and why i never watch his pod don t pretend you really think this is a done deal that s not what jones said and you know it,1
468,"Horrible commentating. Just say ""I don't like Jon and I'm going to tell you throughout the commentation.""",horrible commentating just say i don t like jon and i m going to tell you throughout the commentation,19,horrible commentating just say i don t like jon and i m going to tell you throughout the commentation,0
469,Strip Jones??,strip jones,2,strip jones,0
470,"jones should 100% be stripped if he doesn’t fight tom this year… he’s only wasting toms prime and holding up the entire HW division for no reason. also dana white needs to give his head a wobble, idk if him and jon are lovers or if jon has some serious dirt on dana but all this ass licking and unfair privileges given to jones for his entire UFC career is mental. jones is a scumbag criminal who needs to fight for the undisputed title or vacate…",jones should 100 be stripped if he doesn t fight tom this year he s only wasting toms prime and holding up the entire hw division for no reason also dana white needs to give his head a wobble idk if him and jon are lovers or if jon has some serious dirt on dana but all this ass licking and unfair privileges given to jones for his entire ufc career is mental jones is a scumbag criminal who needs to fight for the undisputed title or vacate,88,jones should 100 be stripped if he doesn t fight tom this year he s only wasting tom prime and holding up the entire hw division for no reason also dana white need to give his head a wobble idk if him and jon are lover or if jon ha some serious dirt on dana but all this as licking and unfair privilege given to jones for his entire ufc career is mental jones is a scumbag criminal who need to fight for the undisputed title or vacate,7
471,"To those who don’t know, this isn’t just “Tom wants to fight Jon for clout”, Jon is legit holding the belt hostage & Tom’s trying to get a title shot but Jon is refusing, basically preventing him the opportunity to become champ",to those who don t know this isn t just tom wants to fight jon for clout jon is legit holding the belt hostage tom s trying to get a title shot but jon is refusing basically preventing him the opportunity to become champ,44,to those who don t know this isn t just tom want to fight jon for clout jon is legit holding the belt hostage tom s trying to get a title shot but jon is refusing basically preventing him the opportunity to become champ,1
472,Jones and Silva never won a fight in my eyes.,jones and silva never won a fight in my eyes,10,jones and silva never won a fight in my eye,1
473,Some of these fights will need to start requiring Boxing Gloves.,some of these fights will need to start requiring boxing gloves,11,some of these fight will need to start requiring boxing glove,2
474,"Machida is a master of the sport 
Big Respect 🙏",machida is a master of the sport big respect 🙏,10,machida is a master of the sport big respect 🙏,0
475,Bro he’s cooking his legacy by NOT fighting Jon Jones,bro he s cooking his legacy by not fighting jon jones,11,bro he s cooking his legacy by not fighting jon jones,0
476,Francis is a lot more intelligent than what parolee give him credit for.,francis is a lot more intelligent than what parolee give him credit for,13,francis is a lot more intelligent than what parolee give him credit for,0
477,I've tried to tell everybody the fight is closer than they think and I told everyone listen to his speech after fight.... But nobody wants to believe anything I try to tell them it's crazy... 🤣,i ve tried to tell everybody the fight is closer than they think and i told everyone listen to his speech after fight but nobody wants to believe anything i try to tell them it s crazy 🤣,38,i ve tried to tell everybody the fight is closer than they think and i told everyone listen to his speech after fight but nobody want to believe anything i try to tell them it s crazy 🤣,1
478,Competition is none!!!,competition is none,3,competition is none,0
479,Lol people saying Jones is afraid of Tom.. Jon is 37 and past his prime also not in a good shape. Back in the days we all know he would crush Tom :),lol people saying jones is afraid of tom jon is 37 and past his prime also not in a good shape back in the days we all know he would crush tom,32,lol people saying jones is afraid of tom jon is 37 and past his prime also not in a good shape back in the day we all know he would crush tom,1
480,Pictogram,pictogram,1,pictogram,0
481,“Roid rage” lmao Colby is the man,roid rage lmao colby is the man,7,roid rage lmao colby is the man,0
482,Khabib lived his fighting life and fulfilled his promise. Comparing him to McGregor is highly disrespectful.,khabib lived his fighting life and fulfilled his promise comparing him to mcgregor is highly disrespectful,16,khabib lived his fighting life and fulfilled his promise comparing him to mcgregor is highly disrespectful,0
483,"Dude.
Ive been blitzing through your videos. Im a new fan to mma, and these videos makes it feel like i was there the entire time😂.",dude ive been blitzing through your videos im a new fan to mma and these videos makes it feel like i was there the entire time😂,26,dude ive been blitzing through your video im a new fan to mma and these video make it feel like i wa there the entire time😂,4
484,This is worse than loosing and hurts his legacy... He should just retired without saying all these BS and dragging it,this is worse than loosing and hurts his legacy he should just retired without saying all these bs and dragging it,21,this is worse than loosing and hurt his legacy he should just retired without saying all these b and dragging it,2
485,No class,no class,2,no class,0
486,He drinks and eats pork and calls Jesus his saviour. What an Irony!!!,he drinks and eats pork and calls jesus his saviour what an irony,13,he drink and eats pork and call jesus his saviour what an irony,2
487,Can we get Aspinall vs Gane? That will tell us if Aspinall is really deserving of the title.,can we get aspinall vs gane that will tell us if aspinall is really deserving of the title,18,can we get aspinall v gane that will tell u if aspinall is really deserving of the title,2
488,mmaguru gonna have a fucking field day with this one.,mmaguru gonna have a fucking field day with this one,10,mmaguru gonna have a fucking field day with this one,0
489,Stupid sporth,stupid sporth,2,stupid sporth,0
490,Know you Limits,know you limits,3,know you limit,1
491,Strip Jon 'the Duck' Jones,strip jon the duck jones,5,strip jon the duck jones,0
492,Wtf. Can anyone understand what he is saying? All I can hear is QUACK QUACK QUACK,wtf can anyone understand what he is saying all i can hear is quack quack quack,16,wtf can anyone understand what he is saying all i can hear is quack quack quack,0
493,Jones was afraid of an official lose,jones was afraid of an official lose,7,jones wa afraid of an official lose,1
494,Nobody on this planet would have taken that,nobody on this planet would have taken that,8,nobody on this planet would have taken that,0
495,Ne Floyd are undefeated for a reason,ne floyd are undefeated for a reason,7,ne floyd are undefeated for a reason,0
496,This guy had no business being in a octagon with Jon Jones lol,this guy had no business being in a octagon with jon jones lol,13,this guy had no business being in a octagon with jon jones lol,0
497,Goddam all these comments are funny but I'd like some actually real comments can't find not ine,goddam all these comments are funny but i d like some actually real comments can t find not ine,19,goddam all these comment are funny but i d like some actually real comment can t find not ine,2
498,jones doesnt want any new smoke,jones doesnt want any new smoke,6,jones doesnt want any new smoke,0
499,"Come on Mike, that statement doesn't mean shit and you know it..🤨",come on mike that statement doesn t mean shit and you know it 🤨,14,come on mike that statement doesn t mean shit and you know it 🤨,0
